,,,,交通银行,"",nick,add,v0.1,1558931397,1558931397,0101000020E610000059DAA9B9DC0E5E40D591239D81953F40,{60101},{160305},B0FFFRNNN1,{gaode},2731070821097275393,320211,交通银行ATM(祝家旦路),交通银行ATM(祝家旦路),,,江苏省,无锡市,滨湖区,,,,,,,,,,,,钱荣路108-61号,{66100005},,{ATM},,,"",,16220,"{""type"":""Point"",""coordinates"":[120.232222,31.584009]}"
,,,,交通银行,"",nick,add,v0.1,1558931397,1558931397,0101000020E61000001E32E543500E5E401BF4A5B73F973F40,{60101},{160305},B0FFG90IOK,{gaode},2731070821087838209,320211,交通银行ATM(勤新路),交通银行ATM(勤新路),,,江苏省,无锡市,滨湖区,钱桥,,,,,,,,,,,钱胡路支巷龙山文博工业园1号楼1号,{66100005},,{ATM},,,"",,16221,"{""type"":""Point"",""coordinates"":[120.223649,31.590816]}"
,,,,交通银行,"",nick,add,v0.1,1558931397,1558931397,0101000020E61000006954E0641B125E40B6DB2E34D7813F40,{60101},{160305},B0FFFGLNCJ,{gaode},2731070819197255681,320211,交通银行24小时自助银行(万顺道),交通银行24小时自助银行(万顺道),,,江苏省,无锡市,滨湖区,蠡湖,,,,,,,,,,,太湖国际社区二街区30-13号(万顺路),{66100005},,{ATM},,,"",,16222,"{""type"":""Point"",""coordinates"":[120.282922,31.50719]}"
,,,,交通银行,"",nick,add,v0.1,1558931397,1558931397,0101000020E6100000F705F4C29D135E408847E2E5E97C3F40,{60101},{160305},B0FFI1TP5M,{gaode},2731070818896314369,320211,交通银行24小时自助银行(无锡分行),交通银行24小时自助银行(无锡分行),,,江苏省,无锡市,滨湖区,,,,,,,,,,,,金融二街8号,{66100005},,{ATM},,,"",,16223,"{""type"":""Point"",""coordinates"":[120.306504,31.487944]}"
,,,,平安银行,"",nick,add,v0.1,1558931399,1558931399,0101000020E6100000603DEE5BAD105E40F2EA1C03B28F3F40,{60101},{160314},B01FE1E8FA,{gaode},2731070824360443905,320211,平安银行24小时自助银行(滨湖支行),平安银行24小时自助银行(滨湖支行),,,江苏省,无锡市,滨湖区,河埒,,,,,,,,,,,梁溪路709号,{66100013},,{ATM},,,"",,15337,"{""type"":""Point"",""coordinates"":[120.260581,31.56131]}"
,,,,农业银行,"",nick,add,v0.1,1558931396,1558931396,0101000020E6100000EFAD484C50125E40C138B874CC793F40,{60101},{160304},B01FE165QA,{gaode},2731070818512535553,320211,中国农业银行24小时自助银行(无锡雪浪支行),中国农业银行24小时自助银行(无锡雪浪支行),,,江苏省,无锡市,滨湖区,,,,,,,,,,,,雪浪锡南路106号,{66100004},,{ATM},,,"",,9817,"{""type"":""Point"",""coordinates"":[120.286151,31.475776]}"
,,,,中信银行,"",nick,add,v0.1,1558931398,1558931398,0101000020E6100000BEFA78E8BB085E405CE84A04AA8B3F40,{60101},{160308},B01FE1BJR5,{gaode},2731070949475483649,320211,中信银行24小时自助银行(胡埭支行),中信银行24小时自助银行(胡埭支行),,,江苏省,无锡市,滨湖区,,,,,,,,,,,,富安商业广场A区1-3,{66100008},,{ATM},,,"",,6883,"{""type"":""Point"",""coordinates"":[120.136469,31.545563]}"
,,,,农业银行,"",nick,add,v0.1,1558931396,1558931396,0101000020E610000041446ADAC5155E4029779FE3A3793F40,{60101},{160304},B0FFGP1NQ8,{gaode},2731070818969714689,320211,中国农业银行24小时自助银行(瑞景道),中国农业银行24小时自助银行(瑞景道),,,江苏省,无锡市,滨湖区,华庄,,,,,,,,,,,清源路与瑞景道交叉口北200米,{66100004},,{ATM},,,"",,9930,"{""type"":""Point"",""coordinates"":[120.340201,31.475157]}"
,,,,农业银行,"",nick,add,v0.1,1558931396,1558931396,0101000020E6100000F9BCE2A947165E4045B75ED3837A3F40,{60101},{160304},B01FE0K9I7,{gaode},2731070818978103298,320211,中国农业银行24小时自助银行(华庄支行),中国农业银行24小时自助银行(华庄支行),,,江苏省,无锡市,滨湖区,华庄,,,,,,,,,,,万花路2号,{66100004},,{ATM},,,"",,9933,"{""type"":""Point"",""coordinates"":[120.348124,31.478574]}"
,,,,华夏银行,"",nick,add,v0.1,1558931398,1558931398,0101000020E6100000DBF7A8BF5E115E4031D3F6AFAC8C3F40,{60101},{160307},B01FE0HW3V,{gaode},2731070824401338370,320211,华夏银行24小时自助银行(无锡城西支行),华夏银行24小时自助银行(无锡城西支行),,,江苏省,无锡市,滨湖区,河埒,,,,,,,,,,,建筑路496之1-5号,{66100014},,{ATM},,,"",,4819,"{""type"":""Point"",""coordinates"":[120.271408,31.54951]}"
